ra,dec,redshift,extinction_r
225.47517,11.537165,0.0960817,0.08573416
214.75667,13.657951,0.1356025,0.05298558
214.81469,13.576308,0.1366217,0.0536122
214.79633,13.562759,0.2654287,0.05494526
225.08225,12.141738,0.1141567,0.08439991
225.11339,12.134309,0.03234948,0.08416332
225.23657,12.118856,0.2537511,0.08658264
225.28151,12.115104,0.02865196,0.08560324
225.20044,12.051307,0.07237174,0.08583695
225.27344,12.061847,0.1389676,0.08481326
225.2873,12.085189,0.1380749,0.08468885
225.33786,12.015581,0.07255065,0.08491428
225.39297,12.107365,0.1136633,0.0827352
225.41371,11.969639,0.1542921,0.08676811
225.47981,12.067681,0.142437,0.08895083
214.78211,13.981752,0.1364316,0.05558866
214.89246,13.935894,0.1958818,0.05565016
214.75035,12.186891,0.1624631,0.05335218
214.83883,12.191236,0.1970815,0.05840569
214.88212,12.143046,0.0385203,0.05941427
225.11041,10.678229,0.09507659,0.0811364
225.19248,10.684606,0.1392266,0.08309314
225.17083,10.520692,0.1179021,0.06855365
225.17487,10.612033,0.227392,0.07576989
225.18775,10.521248,0.1177831,0.06900165
225.21712,10.628355,0.1236321,0.07786264
225.2426,10.624097,0.1235272,0.07814374
225.23264,10.506752,0.2046826,0.06851543
225.25886,10.582709,0.07547908,0.07366545
225.32495,10.482055,0.1127804,0.06778007
225.38212,10.485889,0.1514052,0.07001572
225.41252,10.657993,0.07850002,0.08212085
225.39252,10.528546,0.1695347,0.07342923
225.4107,10.606301,0.1413115,0.08028047
225.39905,10.49256,0.1487965,0.07099596
214.75173,12.504672,0.1114997,0.04958763
225.15394,11.100351,0.137348,0.08506179
225.20704,10.977797,0.1715373,0.08494113
225.27948,10.972818,0.09652616,0.08783857
225.32773,11.054015,0.09709407,0.08726095
225.34926,10.972592,0.09734847,0.08908517
225.44986,11.042955,0.2051654,0.09238507
214.77946,13.081306,0.1596572,0.04673352
214.88126,12.893732,0.1084864,0.05366908
214.91747,12.90057,0.09806869,0.05454386
225.08889,11.55063,0.1667408,0.07570405
225.10207,11.562094,0.1639489,0.07628739
225.10535,11.552269,0.1690914,0.07635794
225.07843,11.372613,0.07837437,0.07831335
225.13285,11.531574,0.03162254,0.07717813
225.23617,11.517396,0.03167483,0.07895774
225.179,11.395457,0.2477606,0.07906891
225.26312,11.358772,0.07592151,0.08442072
225.30177,11.386029,0.1688595,0.08341916
225.31585,11.402014,0.04950392,0.08285109
225.38882,11.363612,0.1646869,0.0823027
214.72651,13.316734,0.162571,0.04602692
214.77381,13.401485,0.1648994,0.05078742
214.89772,13.339921,0.1609251,0.04601409
214.82674,13.381597,0.1642018,0.04849179
214.87693,13.38724,0.2634965,0.04744602
225.09844,11.864661,0.1244511,0.08299903
225.0937,11.909466,0.1241722,0.08446532
225.16878,11.946497,0.0287462,0.08564746
225.20889,11.869635,0.2216219,0.08389673
225.21043,11.83143,0.1714381,0.08349091
225.28495,11.894544,0.2421802,0.08440305
214.79715,13.873176,0.1532679,0.05751257
214.81067,13.934037,0.1571847,0.05635471
214.72765,13.814511,0.01683283,0.05663381
214.83835,13.744998,0.1373026,0.05437207
214.8989,13.761507,0.1258074,0.05445042
214.8599,13.768207,0.2511327,0.05437277
225.07849,12.334326,0.2769546,0.07626553
225.24908,12.314664,0.1127822,0.07879338
225.25258,12.277565,0.09359618,0.08156451
225.28448,12.376828,0.09332928,0.07755017
214.72698,14.32106,0.1292396,0.05368665
214.87796,14.268654,0.07603759,0.05484286
214.92925,14.313524,0.1490029,0.05626428
225.33035,12.64747,0.03247135,0.0901866
225.38946,12.622119,0.07578252,0.09171488
225.44711,12.639141,0.06894016,0.0959359
239.73661,10.06046,0.07543726,0.1146905
239.50096,24.95216,0.170329,0.1645818
239.46187,24.842025,0.042493,0.1650427
239.54802,24.792481,0.04352754,0.1719584
239.63575,24.856638,0.04197881,0.1749554
239.42976,24.816234,0.2703515,0.1584798
239.61107,24.812123,0.04244584,0.1742466
239.64544,24.843803,0.07886677,0.1749475
239.59645,24.717219,0.1789086,0.1635605
239.69066,24.747423,0.07530582,0.1688892
239.78752,24.626883,0.07508295,0.1692685
239.56989,22.709268,0.05227842,0.1361368
239.5727,22.674769,0.04592594,0.1354547
239.44343,22.645228,0.04077302,0.1457754
239.52866,22.664814,0.04512218,0.1387676
239.5676,22.701506,0.04623467,0.1362794
239.56219,22.640095,0.04661219,0.136483
239.52879,22.732644,0.265881,0.1416911
239.54472,22.546165,0.1167152,0.1391145
239.64473,22.659532,0.08829607,0.1346042
239.67808,22.513952,0.1376621,0.1310555
226.38455,10.14196,0.171183,0.07339412
226.416,10.270767,0.1694393,0.08012614
226.43228,10.250692,0.1706567,0.08053512
226.4187,10.091646,0.04323869,0.0709047
226.49367,10.271974,0.1090554,0.08097882
226.47537,10.274096,0.1083157,0.08121505
226.49304,10.220355,0.1692713,0.07889645
226.32001,10.60431,0.08547679,0.07530624
226.35077,10.641446,0.2025909,0.07545447
226.39629,10.574185,0.03943,0.07771394
226.41812,10.625182,0.09513193,0.07621961
226.45719,10.550202,0.03910817,0.0788726
226.45722,10.530714,0.07756952,0.0792403
226.50324,10.670277,0.1110183,0.07879065
226.271,10.032211,0.03682679,0.06954271
226.27978,10.057981,0.04164363,0.07012314
