ra,dec,redshift,extinction_r
118.43824,24.358828,0.3453623,0.1518675
120.88315,21.729856,0.4291915,0.1518141
116.48924,24.317718,0.3289979,0.1518096
117.58669,22.448878,0.547674,0.1517889
139.10371,22.770265,0.3581421,0.1517857
117.9242,23.141832,0.4890722,0.1517692
117.45733,23.475807,0.5526124,0.151755
118.48324,22.630109,0.4754253,0.151747
118.04694,22.915618,0.3044704,0.1517384
130.899,10.392439,0.3296284,0.151723
120.69091,22.002923,0.5364383,0.1517046
118.39052,23.848529,0.4935731,0.1517041
116.78481,22.157435,0.3163221,0.1516539
117.51573,23.179295,0.309992,0.1516513
117.45114,23.471645,0.5504736,0.1516412
118.7023,23.873565,0.5715266,0.1516324
145.41879,13.805696,0.482578,0.1516079
118.83529,21.232589,0.4958727,0.1515979
114.3532,19.188566,0.3426697,0.1515873
118.70542,21.150315,0.3751954,0.1515487
118.31829,24.303457,0.5949675,0.1515442
136.97979,11.322359,0.4768565,0.1514958
112.60512,24.42034,0.3368486,0.1514573
117.54934,23.128678,0.3979863,0.1514472
130.87795,10.375956,0.4545524,0.1514383
130.13686,13.356216,0.5466232,0.1514311
117.92597,24.028962,0.3788344,0.1514296
117.45606,23.118908,0.4971648,0.1514198
119.44112,21.827322,0.3361373,0.1514142
118.4629,24.272955,0.3434983,0.1514034
118.14888,23.008099,0.490021,0.1513881
120.68862,22.444539,0.362888,0.1513682
137.8386,22.249558,0.5560605,0.1513646
116.32378,20.023943,0.5822127,0.1513532
130.09474,13.391332,0.5477808,0.1513114
122.94378,16.476194,0.5617254,0.1513105
129.90772,13.19501,0.3449258,0.1513027
121.49131,17.444193,0.5418645,0.1513014
119.59933,22.951908,0.5733175,0.1512788
114.47,24.658895,0.3617574,0.1511784
119.28022,23.576454,0.5022603,0.1511748
117.87423,21.000475,0.3960897,0.1511582
122.94459,17.29165,0.561474,0.1511127
117.73938,22.176621,0.4515119,0.1511123
118.48084,22.643722,0.4740142,0.1510904
121.98992,17.564915,0.5940617,0.1510193
127.81673,14.261802,0.4754815,0.1510189
139.2039,22.750018,0.4825241,0.1510093
